onet_soc_code,ai_exposure,ai_sim_raw,automation_sim_raw,n_rows_used,soc_2018,title,text_len
53-3032.00,0.1432686299085617,0.324327677488327,0.32299599051475525,20,53-3032,Heavy and Tractor-Trailer Truck Drivers,
47-2011.00,0.1432686299085617,0.2890014052391052,0.2330484390258789,9,47-2011,Boilermakers,
51-6062.00,0.1432686150074005,0.29662537574768066,0.25982004404067993,8,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",
31-9091.00,0.1429903358221054,0.27533212304115295,0.1871500313282013,11,31-9091,Dental Assistants,
47-5013.00,0.14292272925376892,0.31249648332595825,0.3548353910446167,11,47-5013,"Service Unit Operators, Oil and Gas",
35-3041.00,0.14283663034439087,0.2758282423019409,0.1550167351961136,8,35-3041,"Food Servers, Nonrestaurant",
53-1041.00,0.14275267720222473,0.282909631729126,0.26854872703552246,9,53-1041,Aircraft Cargo Handling Supervisors,
51-6011.00,0.14274568855762482,0.275974839925766,0.22031135857105255,11,51-6011,Laundry and Dry-Cleaning Workers,
47-4091.00,0.14274536073207855,0.2586691975593567,0.19699180126190186,11,47-4091,Segmental Pavers,
41-9091.00,0.14262965321540833,0.23824553191661835,0.10055545717477798,6,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",
29-1214.00,0.14261668920516968,0.2233642041683197,0.08074750751256943,2,29-1214,Emergency Medicine Physicians,
43-9071.00,0.14245977997779846,0.2535015940666199,0.1594405174255371,14,43-9071,"Office Machine Operators, Except Computer",
37-1012.00,0.1423017680644989,0.2889217734336853,0.2197760045528412,9,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",
47-2131.00,0.14180214703083038,0.2795283794403076,0.1510612964630127,8,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",
29-1242.00,0.1416035145521164,0.2626051902770996,0.1717025339603424,12,29-1242,"Orthopedic Surgeons, Except Pediatric",
29-1243.00,0.1416034996509552,0.2626051902770996,0.17170250415802002,12,29-1243,Pediatric Surgeons,
47-5051.00,0.14156201481819153,0.2830057442188263,0.24470877647399902,12,47-5051,"Rock Splitters, Quarry",
51-9071.00,0.14139187335968018,0.281593382358551,0.2671199142932892,13,51-9071,Jewelers and Precious Stone and Metal Workers,
47-2021.00,0.14138662815093994,0.31598734855651855,0.23410117626190186,10,47-2021,Brickmasons and Blockmasons,
45-2011.00,0.1413072645664215,0.2757778763771057,0.1677628457546234,10,45-2011,Agricultural Inspectors,
49-3053.00,0.14128601551055908,0.28425461053848267,0.25262436270713806,9,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,
49-9064.00,0.1411256492137909,0.3194226920604706,0.2516081929206848,11,49-9064,Watch and Clock Repairers,
33-9032.00,0.14090409874916077,0.2617194652557373,0.1954045593738556,11,33-9032,Security Guards,
51-2022.00,0.14089486002922058,0.30955782532691956,0.28882351517677307,11,51-2022,Electrical and Electronic Equipment Assemblers,
49-3043.00,0.14081929624080658,0.29334330558776855,0.23873333632946014,13,49-3043,Rail Car Repairers,
29-9093.00,0.1405767947435379,0.26278841495513916,0.1744377613067627,11,29-9093,Surgical Assistants,
39-3031.00,0.1402762234210968,0.24119114875793457,0.1551487147808075,8,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",
47-3014.00,0.1397237479686737,0.31278735399246216,0.22820687294006348,11,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",
39-9011.01,0.1395137906074524,0.27431485056877136,0.13480105996131897,5,39-9011,Nannies,
27-4015.00,0.13939169049263,0.27972233295440674,0.28286558389663696,12,27-4015,Lighting Technicians,
53-7121.00,0.1393255591392517,0.2854969799518585,0.24926333129405975,7,53-7121,"Tank Car, Truck, and Ship Loaders",
29-1022.00,0.1392468363046646,0.23493678867816925,0.13716432452201843,11,29-1022,Oral and Maxillofacial Surgeons,
53-3033.00,0.13881349563598633,0.2713223695755005,0.44173145294189453,14,53-3033,Light Truck Drivers,
45-2041.00,0.13879357278347015,0.26768335700035095,0.15675130486488342,8,45-2041,"Graders and Sorters, Agricultural Products",
51-6042.00,0.13872921466827393,0.27081936597824097,0.2729385793209076,8,51-6042,Shoe Machine Operators and Tenders,
39-3011.00,0.13847167789936066,0.2632068991661072,0.13055555522441864,6,39-3011,Gambling Dealers,
31-1132.00,0.1382327377796173,0.24385102093219757,0.13095855712890625,7,31-1132,Orderlies,
39-4011.00,0.13812097907066345,0.26362380385398865,0.18578973412513733,10,39-4011,Embalmers,
39-3012.00,0.1379859745502472,0.24701020121574402,0.1384911984205246,7,39-3012,Gambling and Sports Book Writers and Runners,
47-5041.00,0.13764142990112305,0.26599690318107605,0.16961273550987244,9,47-5041,Continuous Mining Machine Operators,
51-9124.00,0.1375569999217987,0.2715024948120117,0.3503907024860382,11,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",
47-2211.00,0.13748697936534882,0.27609747648239136,0.4107525944709778,21,47-2211,Sheet Metal Workers,
53-7081.00,0.13730332255363464,0.3133818805217743,0.2691320776939392,10,53-7081,Refuse and Recyclable Material Collectors,
47-3011.00,0.13697989284992218,0.3156023621559143,0.25200319290161133,21,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",
51-9193.00,0.13663651049137115,0.2350509911775589,0.09841448813676834,5,51-9193,Cooling and Freezing Equipment Operators and Tenders,
47-4071.00,0.13651451468467712,0.2740093171596527,0.1574881672859192,7,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,
29-1291.00,0.1364172399044037,0.26768335700035095,0.17903658747673035,13,29-1291,Acupuncturists,
29-2036.00,0.13631555438041687,0.2304617017507553,0.09414614737033844,4,29-2036,Medical Dosimetrists,
47-2044.00,0.13587912917137146,0.2633779048919678,0.22346481680870056,10,47-2044,Tile and Stone Setters,
51-4035.00,0.13575437664985657,0.28005364537239075,0.3721831738948822,16,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",
49-3042.00,0.1356702595949173,0.290041983127594,0.24888858199119568,10,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",
41-2011.00,0.13565915822982788,0.2691817879676819,0.17852608859539032,14,41-2011,Cashiers,
49-3041.00,0.13561458885669708,0.26504436135292053,0.2089870423078537,8,49-3041,Farm Equipment Mechanics and Service Technicians,
53-6021.00,0.1351260393857956,0.2673109173774719,0.17835970222949982,8,53-6021,Parking Attendants,
29-1151.00,0.13468603789806366,0.26600927114486694,0.1966906487941742,22,29-1151,Nurse Anesthetists,
47-2061.00,0.13412226736545563,0.25452759861946106,0.1561163365840912,7,47-2061,Construction Laborers,
51-8013.04,0.1334553062915802,0.2661476731300354,0.3527969717979431,9,51-8013,Hydroelectric Plant Technicians,
51-3093.00,0.13341495394706726,0.28285640478134155,0.1494414508342743,1,51-3093,Food Cooking Machine Operators and Tenders,
51-2051.00,0.13305160403251648,0.2995528280735016,0.16650119423866272,5,51-2051,Fiberglass Laminators and Fabricators,
49-9092.00,0.13289141654968262,0.2834506034851074,0.1505591869354248,5,49-9092,Commercial Divers,
49-9044.00,0.1328156441450119,0.280443012714386,0.2507060468196869,8,49-9044,Millwrights,
53-7051.00,0.1328156292438507,0.3144538998603821,0.38810646533966064,18,53-7051,Industrial Truck and Tractor Operators,
51-4072.00,0.1328156292438507,0.28444111347198486,0.3494037985801697,10,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",
45-4022.00,0.1328156292438507,0.291983425617218,0.2606353163719177,8,45-4022,Logging Equipment Operators,
39-3093.00,0.1318492591381073,0.28177154064178467,0.29328101873397827,9,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",
49-3052.00,0.13171811401844025,0.2810920774936676,0.25743478536605835,11,49-3052,Motorcycle Mechanics,
33-9092.00,0.13138070702552795,0.22496119141578674,0.0968421921133995,6,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",
53-7062.04,0.13106659054756165,0.2602771520614624,0.12921059131622314,4,53-7062,Recycling and Reclamation Workers,
29-1081.00,0.13098078966140747,0.25361794233322144,0.14720399677753448,10,29-1081,Podiatrists,
39-6011.00,0.13081717491149902,0.24851469695568085,0.11769751459360123,5,39-6011,Baggage Porters and Bellhops,
37-2012.00,0.13069242238998413,0.27832144498825073,0.29127734899520874,9,37-2012,Maids and Housekeeping Cleaners,
53-6061.00,0.13038548827171326,0.26343780755996704,0.1519002616405487,6,53-6061,Passenger Attendants,
47-5012.00,0.13037323951721191,0.29099470376968384,0.31893855333328247,12,47-5012,"Rotary Drill Operators, Oil and Gas",
53-4031.00,0.13036629557609558,0.3047323524951935,0.4538796544075012,14,53-4031,Railroad Conductors and Yardmasters,
51-6063.00,0.13036629557609558,0.26467204093933105,0.18748322129249573,6,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",
49-3051.00,0.12956054508686066,0.3026534616947174,0.2681519091129303,10,49-3051,Motorboat Mechanics and Service Technicians,
53-7061.00,0.12886002659797668,0.30815258622169495,0.2322361022233963,6,53-7061,Cleaners of Vehicles and Equipment,
47-4061.00,0.12752987444400787,0.2790932357311249,0.151563361287117,4,47-4061,Rail-Track Laying and Maintenance Equipment Operators,
53-7072.00,0.12704460322856903,0.27424219250679016,0.28806737065315247,7,53-7072,"Pump Operators, Except Wellhead Pumpers",
49-3092.00,0.12687650322914124,0.28449931740760803,0.26721373200416565,9,49-3092,Recreational Vehicle Service Technicians,
33-9094.00,0.12686455249786377,0.2303549349308014,0.10349036753177643,2,33-9094,School Bus Monitors,
51-9032.00,0.12559553980827332,0.2884698510169983,0.16287429630756378,4,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",
49-3091.00,0.12513288855552673,0.30178365111351013,0.2502540647983551,9,49-3091,Bicycle Repairers,
51-7021.00,0.12451808154582977,0.2592783570289612,0.13476026058197021,5,51-7021,Furniture Finishers,
51-9196.00,0.12431778013706207,0.22919440269470215,0.16172240674495697,10,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",
41-2012.00,0.1238112598657608,0.28322935104370117,0.15941810607910156,4,41-2012,Gambling Change Persons and Booth Cashiers,
43-5021.00,0.12309952080249786,0.24718129634857178,0.12408177554607391,5,43-5021,Couriers and Messengers,
47-2142.00,0.1229872927069664,0.31353312730789185,0.2387879341840744,10,47-2142,Paperhangers,
51-6051.00,0.12279076874256134,0.22072620689868927,0.1623833328485489,11,51-6051,"Sewers, Hand",
47-2053.00,0.12245998531579971,0.2811520993709564,0.20497408509254456,8,47-2053,Terrazzo Workers and Finishers,
39-4021.00,0.12234906852245331,0.28211191296577454,0.15976282954216003,5,39-4021,Funeral Attendants,
47-3015.00,0.12162908166646957,0.2553405463695526,0.13371147215366364,3,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",
47-5044.00,0.12121851742267609,0.30423039197921753,0.3634260296821594,9,47-5044,"Loading and Moving Machine Operators, Underground Mining",
29-1129.02,0.12118782848119736,0.23195156455039978,0.12978576123714447,7,29-1129,Music Therapists,
47-2041.00,0.12108328193426132,0.3010360598564148,0.28298258781433105,15,47-2041,Carpet Installers,
47-5011.00,0.12048971652984619,0.26384517550468445,0.14335542917251587,3,47-5011,"Derrick Operators, Oil and Gas",
51-9031.00,0.12048971652984619,0.2638451159000397,0.14335541427135468,3,51-9031,"Cutters and Trimmers, Hand",
53-4041.00,0.1204100251197815,0.2734406292438507,0.1530306041240692,2,53-4041,Subway and Streetcar Operators,
47-5023.00,0.1200823187828064,0.24106740951538086,0.12098509073257446,4,47-5023,"Earth Drillers, Except Oil and Gas",
47-2121.00,0.11999666690826416,0.26361697912216187,0.18936148285865784,7,47-2121,Glaziers,
37-3013.00,0.11962484568357468,0.22714142501354218,0.10710636526346207,4,37-3013,Tree Trimmers and Pruners,
47-2073.00,0.11917407810688019,0.2569118142127991,0.18433234095573425,6,47-2073,Operating Engineers and Other Construction Equipment Operators,
51-6021.00,0.1185520589351654,0.27145645022392273,0.15290439128875732,3,51-6021,"Pressers, Textile, Garment, and Related Materials",
51-7041.00,0.11854422092437744,0.2724882662296295,0.2660107910633087,7,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",
37-3011.00,0.11830707639455795,0.24017402529716492,0.13838523626327515,6,37-3011,Landscaping and Groundskeeping Workers,
49-9045.00,0.11792495101690292,0.2613793611526489,0.19372707605361938,7,49-9045,"Refractory Materials Repairers, Except Brickmasons",
47-2042.00,0.11786854267120361,0.2944652736186981,0.2889353632926941,13,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",
49-3093.00,0.1173844113945961,0.28375911712646484,0.18297125399112701,6,49-3093,Tire Repairers and Changers,
51-6052.00,0.11629102379083633,0.26321324706077576,0.24854762852191925,9,51-6052,"Tailors, Dressmakers, and Custom Sewers",
53-3051.00,0.11523180454969406,0.195521280169487,0.08028946071863174,3,53-3051,"Bus Drivers, School",
49-9061.00,0.1147318035364151,0.2774845063686371,0.23992803692817688,6,49-9061,Camera and Photographic Equipment Repairers,
49-2097.00,0.11415152251720428,0.24289436638355255,0.12874284386634827,5,49-2097,Audiovisual Equipment Installers and Repairers,
35-3011.00,0.11381610482931137,0.2254457175731659,0.1882089078426361,12,35-3011,Bartenders,
35-9021.00,0.11332406103610992,0.166636124253273,0.052491694688797,2,35-9021,Dishwashers,
47-2081.00,0.11307120323181152,0.28959184885025024,0.2210235595703125,11,47-2081,Drywall and Ceiling Tile Installers,
33-9091.00,0.11219451576471329,0.2810133099555969,0.16881877183914185,3,33-9091,Crossing Guards and Flaggers,
51-9195.00,0.11114748567342758,0.2693236470222473,0.3569444417953491,10,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",
49-3022.00,0.11075370013713837,0.2971018850803375,0.18634817004203796,5,49-3022,Automotive Glass Installers and Repairers,
39-4012.00,0.11057858169078827,0.2514743208885193,0.14089573919773102,5,39-4012,Crematory Operators,
29-1024.00,0.10961047559976578,0.21037092804908752,0.1570271998643875,14,29-1024,Prosthodontists,
51-2023.00,0.1076745018362999,0.2739962637424469,0.21438941359519958,7,51-2023,Electromechanical Equipment Assemblers,
53-3052.00,0.10560192167758942,0.1924968957901001,0.08689497411251068,4,53-3052,"Bus Drivers, Transit and Intercity",
51-4033.00,0.10527660697698593,0.28208333253860474,0.3165622651576996,7,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",
47-2132.00,0.10470547527074814,0.2602292001247406,0.15552373230457306,5,47-2132,"Insulation Workers, Mechanical",
47-2221.00,0.10460732132196426,0.2922377586364746,0.23234304785728455,6,47-2221,Structural Iron and Steel Workers,
51-9022.00,0.10159561038017273,0.25884300470352173,0.1572473794221878,2,51-9022,"Grinding and Polishing Workers, Hand",
51-9192.00,0.10159559547901154,0.25884294509887695,0.1572473645210266,2,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",
53-7041.00,0.10159559547901154,0.25884294509887695,0.1572473645210266,2,53-7041,Hoist and Winch Operators,
51-7011.00,0.10155783593654633,0.28279051184654236,0.25690585374832153,7,51-7011,Cabinetmakers and Bench Carpenters,
27-2091.00,0.10046008974313736,0.22095108032226562,0.12241458892822266,6,27-2091,"Disc Jockeys, Except Radio",
51-2061.00,0.09839767217636108,0.25573980808258057,0.1989009827375412,6,51-2061,Timing Device Assemblers and Adjusters,
39-5093.00,0.09818875789642334,0.2424861192703247,0.14396919310092926,5,39-5093,Shampooers,
35-3023.01,0.09799233824014664,0.2495746612548828,0.15158233046531677,5,35-3023,Baristas,
53-7021.00,0.0963943749666214,0.269397497177124,0.2458510398864746,6,53-7021,Crane and Tower Operators,
47-2072.00,0.09544751793146133,0.23418787121772766,0.16433334350585938,6,47-2072,Pile Driver Operators,
51-4192.00,0.09511685371398926,0.2601708471775055,0.31128883361816406,9,51-4192,"Layout Workers, Metal and Plastic",
45-2091.00,0.09360364824533463,0.2524589002132416,0.18738287687301636,6,45-2091,Agricultural Equipment Operators,
43-5052.00,0.09329479932785034,0.28099504113197327,0.236834317445755,11,43-5052,Postal Service Mail Carriers,
35-9011.00,0.09123450517654419,0.20753733813762665,0.13378417491912842,6,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,
51-4032.00,0.09111390262842178,0.29528987407684326,0.29184573888778687,6,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",
51-9123.00,0.0908009484410286,0.15105172991752625,0.06025078147649765,5,51-9123,"Painting, Coating, and Decorating Workers",
47-2171.00,0.0905587300658226,0.27891939878463745,0.22085122764110565,6,47-2171,Reinforcing Iron and Rebar Workers,
51-9071.06,0.08926886320114136,0.26372092962265015,0.2407677173614502,7,51-9071,Gem and Diamond Workers,
51-7032.00,0.0891648679971695,0.25281795859336853,0.29791727662086487,8,51-7032,"Patternmakers, Wood",
51-7031.00,0.08906571567058563,0.24701030552387238,0.20031042397022247,6,51-7031,"Model Makers, Wood",
35-2011.00,0.08903107047080994,0.24150045216083527,0.17925573885440826,8,35-2011,"Cooks, Fast Food",
49-9096.00,0.08609777688980103,0.23676452040672302,0.150666743516922,5,49-9096,Riggers,
51-8093.00,0.08409517258405685,0.2824263274669647,0.3596227765083313,7,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",
47-3013.00,0.08150805532932281,0.26150810718536377,0.18000005185604095,5,47-3013,Helpers--Electricians,
53-7071.00,0.08103621006011963,0.25648367404937744,0.2549120783805847,6,53-7071,Gas Compressor and Gas Pumping Station Operators,
51-4193.00,0.07780224829912186,0.2631130814552307,0.25170058012008667,7,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",
51-3022.00,0.077262282371521,0.2439381182193756,0.16667583584785461,4,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",
51-6064.00,0.07718881219625473,0.26467204093933105,0.18748322129249573,5,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",
43-5051.00,0.07468495517969131,0.26832014322280884,0.25475984811782837,8,43-5051,Postal Service Clerks,
53-4011.00,0.07398448884487152,0.27286165952682495,0.19887717068195343,5,53-4011,Locomotive Engineers,
35-3031.00,0.0716933012008667,0.19932964444160461,0.2015901505947113,11,35-3031,Waiters and Waitresses,
29-1212.00,0.07167868316173553,0.20211811363697052,0.13043943047523499,3,29-1212,Cardiologists,
51-9194.00,0.06731538474559784,0.21702802181243896,0.3050808608531952,8,51-9194,Etchers and Engravers,
51-9195.04,0.061867184937000275,0.2521102726459503,0.19024309515953064,4,51-9195,"Glass Blowers, Molders, Benders, and Finishers",
51-9195.05,0.06184351071715355,0.2690061032772064,0.20716257393360138,3,51-9195,"Potters, Manufacturing",
51-9195.03,0.05969465896487236,0.26588815450668335,0.22662782669067383,6,51-9195,"Stone Cutters and Carvers, Manufacturing",
47-2043.00,0.05968574434518814,0.27448973059654236,0.257656991481781,8,47-2043,Floor Sanders and Finishers,
53-7063.00,0.05900681018829346,0.2894424796104431,0.23043568432331085,5,53-7063,Machine Feeders and Offbearers,
47-4031.00,0.05838862806558609,0.26178470253944397,0.23754651844501495,6,47-4031,Fence Erectors,
53-7011.00,0.05356087535619736,0.3207116723060608,0.40739673376083374,7,53-7011,Conveyor Operators and Tenders,
51-3092.00,0.04718687757849693,0.2905237376689911,0.24333685636520386,3,51-3092,Food Batchmakers,
51-6041.00,0.04672092944383621,0.26521721482276917,0.21849627792835236,5,51-6041,Shoe and Leather Workers and Repairers,
51-8091.00,0.045908279716968536,0.25692006945610046,0.3252652585506439,7,51-8091,Chemical Plant and System Operators,
51-4052.00,0.03737016022205353,0.201938197016716,0.16456805169582367,5,51-4052,"Pourers and Casters, Metal",
35-2015.00,0.02616700902581215,0.2134559452533722,0.21754002571105957,6,35-2015,"Cooks, Short Order",
53-7031.00,0.016482818871736526,0.20414283871650696,0.25299736857414246,6,53-7031,Dredge Operators,
51-4062.00,0.015926769003272057,0.23230966925621033,0.2683355510234833,6,51-4062,"Patternmakers, Metal and Plastic",
51-4194.00,-0.013040775433182716,0.24340209364891052,0.3123297095298767,6,51-4194,"Tool Grinders, Filers, and Sharpeners",
51-4061.00,-0.018850628286600113,0.21899878978729248,0.2378494292497635,5,51-4061,"Model Makers, Metal and Plastic",
51-4051.00,-0.020532861351966858,0.28982049226760864,0.3103533387184143,5,51-4051,Metal-Refining Furnace Operators and Tenders,
51-9051.00,-0.027206245809793472,0.293430358171463,0.3206366002559662,4,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",
53-4013.00,-0.030056560412049294,0.24938058853149414,0.39866572618484497,8,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",
47-5043.00,-0.05207084119319916,0.29271256923675537,0.3447834253311157,2,47-5043,"Roof Bolters, Mining",
51-4022.00,-0.053302373737096786,0.3075881004333496,0.3608904778957367,3,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",
51-4034.00,-0.0783323422074318,0.2668907642364502,0.3452231287956238,5,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",
51-2021.00,-0.08213181048631668,0.21989083290100098,0.30202263593673706,3,51-2021,"Coil Winders, Tapers, and Finishers",
51-4071.00,-0.11179796606302261,0.2741162180900574,0.4294551908969879,7,51-4071,Foundry Mold and Coremakers,
